Year,Pairing,Fandom,Type,Works
2015,Sherlock Holmes/Molly Hooper,Sherlock (TV),F/M,3790
2015,Killian Jones/Emma Swan,Once Upon a Time (TV),F/M,3681
2015,Bellamy Blake/Clarke Griffin,The 100 (TV),F/M,3637
2015,John Egbert/Dave Strider,Homestuck,M/M,3601
2015,Hermione Granger/Ron Weasley,Harry Potter,F/M,3541
2015,Mary Morstan/John Watson,Sherlock (TV),F/M,3501
2015,Tenth Doctor/Rose Tyler,Doctor Who (2005),F/M,3426
2015,Carlos/Cecil Palmer,Welcome to Night Vale,M/M,3351
2015,Niall Horan/Zayn Malik,One Direction (Band),M/M,3297
2015,Niall Horan/Harry Styles,One Direction (Band),M/M,3294
2015,Jane Foster/Thor,The Avengers (Marvel Movies),F/M,3217
2015,Castiel & Dean Winchester,Supernatural,Gen,3190
2015,Daniel Jackson/Jack O'Neill,Stargate SG-1,M/M,3180
2015,Katniss Everdeen/Peeta Mellark,Hunger Games Trilogy,F/M,3148
2015,James Bond/Q,Skyfall (2012),M/M,3140
2015,Sebastian Moran/James Moriarty,Sherlock (TV),M/M,3048
2015,Benton Fraser/Ray Kowalski,due South,M/M,3027
2015,Jessica Moore/Sam Winchester,Supernatural,F/M,2961
2015,Lydia Martin/Jackson Whittemore,Teen Wolf (TV),F/M,2926
2015,Dean Winchester & Sam Winchester,Supernatural,Gen,2914
2015,Inquisitor/Cullen Rutherford,Dragon Age: Inquisition,Other,2894
2015,Bruce Banner/Tony Stark,The Avengers (Marvel Movies),M/M,2784
2015,Eleventh Doctor/River Song,Doctor Who (2005),F/M,2715
2015,Levi/Erwin Smith,Attack on Titan,M/M,2694
2015,Vernon Boyd/Erica Reyes,Teen Wolf (TV),F/M,2692
2015,Harry Potter/Ginny Weasley,Harry Potter,F/M,2691
2015,Nanase Haruka/Tachibana Makoto,Free!,M/M,2600
2015,Sam Carter/Jack O'Neill,Stargate SG-1,F/M,2566
2015,Spike/Buffy Summers,Buffy the Vampire Slayer,F/M,2545
2015,Rose Lalonde/Kanaya Maryam,Homestuck,F/F,2505
2015,Hermione Granger/Draco Malfoy,Harry Potter,F/M,2472
2015,Gavin Free/Michael Jones,Rooster Teeth/Achievement Hunter RPF,M/M,2468
2015,Isaac Lahey/Scott McCall,Teen Wolf (TV),M/M,2462
2015,Laura Hollis/Carmilla Karnstein,Carmilla (Web Series),F/F,2429
2015,America (Hetalia)/England (Hetalia),Hetalia: Axis Powers,M/M,2427
2015,Peter Hale/Stiles Stilinski,Teen Wolf (TV),M/M,2366
2015,Patrick Stump/Pete Wentz,Fall Out Boy,M/M,2330
2015,Brian Kinney/Justin Taylor,Queer as Folk (US),M/M,2227
2015,Dan Howell/Phil Lester,Phandom/The Fantastic Foursome (YouTube RPF),M/M,2203
2015,Castiel/Sam Winchester,Supernatural,M/M,2118
2015,James Potter/Lily Evans Potter,Harry Potter,F/M,2092
2015,Hinata Shouyou/Kageyama Tobio,Haikyuu!!,M/M,2085
2015,Liam Payne/Louis Tomlinson,One Direction (Band),M/M,2080
2015,Zayn Malik/Harry Styles,One Direction (Band),M/M,2028
2015,Jake English/Dirk Strider,Homestuck,M/M,2024
2015,Lydia Martin/Stiles Stilinski,Teen Wolf (TV),F/M,2022
2015,Anthony DiNozzo/Jethro Gibbs,NCIS,M/M,2021
2015,Scott McCall/Stiles Stilinski,Teen Wolf (TV),M/M,1996
2015,Kaidan Alenko/Shepard,Mass Effect,Other,1992
2015,James "Bucky" Barnes & Steve Rogers,Captain America (Movies),Gen,1969
2015,Dave Strider/Karkat Vantas,Homestuck,M/M,1957
2015,Adam Lambert/Tommy Ratliff,Adam Lambert (Musician),M/M,1951
2015,Uchiha Sasuke/Uzumaki Naruto,Naruto,M/M,1948
2015,Guinevere/Arthur Pendragon,Merlin (TV),F/M,1920
2015,Santana Lopez/Brittany S. Pierce,Glee,F/F,1899
2015,Matsuoka Rin/Nanase Haruka,Free!,M/M,1880
2015,Daisy Johnson/Grant Ward,Agents of S.H.I.E.L.D. (TV),F/M,1846
2015,Newton Geiszler/Hermann Gottlieb,Pacific Rim (2013),M/M,1819
2016,Castiel/Dean Winchester,Supernatural,M/M,56390
2016,Sherlock Holmes/John Watson,Sherlock (TV),M/M,46048
2016,Derek Hale/Stiles Stilinski,Teen Wolf (TV),M/M,42539
2016,Harry Styles/Louis Tomlinson,One Direction (Band),M/M,27354
2016,James "Bucky" Barnes/Steve Rogers,Captain America (Movies),M/M,21639
2016,Dean Winchester/Sam Winchester,Supernatural,M/M,18976
2016,Steve Rogers/Tony Stark,The Avengers (Marvel Movies),M/M,16414
2016,Merlin/Arthur Pendragon,Merlin (TV),M/M,15778
2016,Draco Malfoy/Harry Potter,Harry Potter,M/M,15190
2016,Blaine Anderson/Kurt Hummel,Glee,M/M,12943
2016,Sherlock Holmes & John Watson,Sherlock (TV),Gen,12484
2016,Erik Lehnsherr/Charles Xavier,X-Men (Alternate Timeline Movies),M/M,10365
2016,Levi/Eren Yeager,Attack on Titan,M/M,10116
2016,Rodney McKay/John Sheppard,Stargate Atlantis,M/M,9745
2016,Jensen Ackles/Jared Padalecki,Supernatural RPF,M/M,9636
2016,Clint Barton/Phil Coulson,The Avengers (Marvel Movies),M/M,8894
2016,Clint Barton/Natasha Romanov,The Avengers (Marvel Movies),F/M,8812
2016,Gabriel/Sam Winchester,Supernatural,M/M,8513
2016,Will Graham/Hannibal Lecter,Hannibal (TV),M/M,8488
2016,Zayn Malik/Liam Payne,One Direction (Band),M/M,8060
2016,Sirius Black/Remus Lupin,Harry Potter,M/M,8006
2016,Enjolras/Grantaire,Les Misérables,M/M,7907
2016,Bilbo Baggins/Thorin Oakenshield,The Hobbit,M/M,7719
2016,Oliver Queen/Felicity Smoak,Arrow (TV 2012),F/M,7665
2016,James T. Kirk/Spock,Star Trek: Alternate Original Series (Movies),M/M,7501
2016,Steve McGarrett/Danny "Danno" Williams,Hawaii Five-0 (2010),M/M,7484
2016,Regina Mills/Emma Swan,Once Upon a Time (TV),F/F,7239
2016,Ian Gallagher/Mickey Milkovich,Shameless (US),M/M,6885
2016,Pepper Potts/Tony Stark,The Avengers (Marvel Movies),F/M,6869
2016,Bellamy Blake/Clarke Griffin,The 100 (TV),F/M,6756
2016,Harry Potter/Severus Snape,Harry Potter,M/M,6751
2016,Frank Iero/Gerard Way,My Chemical Romance,M/M,6667
2016,Jack Harkness/Ianto Jones,Torchwood,M/M,6666
2016,Loki/Thor,Thor (Movies),M/M,6506
2016,Allison Argent/Scott McCall,Teen Wolf (TV),F/M,6471
2016,Dan Howell/Phil Lester,Phandom/The Fantastic Foursome (YouTube RPF),M/M,6465
2016,Killian Jones/Emma Swan,Once Upon a Time (TV),F/M,6406
2016,Jim Ellison/Blair Sandburg,The Sentinel,M/M,6250
2016,Clarke Griffin/Lexa,The 100 (TV),F/F,6049
2016,Mycroft Holmes/Lestrade,Sherlock (TV),M/M,6028
2016,James T. Kirk/Leonard McCoy,Star Trek: Alternate Original Series (Movies),M/M,5678
2016,Loki/Tony Stark,The Avengers (Marvel Movies),M/M,5639
2016,Belle/Rumplestiltskin,Once Upon a Time (TV),F/M,5530
2016,Clark Kent/Lex Luthor,Smallville,M/M,5511
2016,Arthur/Eames (Inception),Inception (2010),M/M,5490
2016,Inquisitor/Cullen Rutherford,Dragon Age: Inquisition,Other,5400
2016,Marco Bott/Jean Kirstein,Attack on Titan,M/M,5304
2016,Sherlock Holmes/Molly Hooper,Sherlock (TV),F/M,5172
2016,Castiel & Dean Winchester,Supernatural,Gen,4945
2016,Hermione Granger/Ron Weasley,Harry Potter,F/M,4792
2016,Hinata Shouyou/Kageyama Tobio,Haikyuu!!,M/M,4734
2016,Tenth Doctor/Rose Tyler,Doctor Who (2005),F/M,4709
2016,James Bond/Q,James Bond (Craig movies),M/M,4483
2016,Magnus Bane/Alec Lightwood,Mortal Instruments Series - Cassandra Clare,M/M,4346
2016,Iwaizumi Hajime/Oikawa Tooru,Haikyuu!!,M/M,4281
2016,Mary Morstan/John Watson,Sherlock (TV),F/M,4275
2016,Armitage Hux/Kylo Ren,Star Wars Episode VII: The Force Awakens (2015),M/M,4256
2016,John Egbert/Dave Strider,Homestuck,M/M,4184
2016,Dean Winchester & Sam Winchester,Supernatural,Gen,4163
2016,Laura Hollis/Carmilla Karnstein,Carmilla (Web Series),F/F,4101
2016,Niall Horan/Harry Styles,One Direction (Band),M/M,4023
2016,Jane Foster/Thor,The Avengers (Marvel Movies),F/M,4000
2016,Katniss Everdeen/Peeta Mellark,Hunger Games Trilogy,F/M,3976
2016,Patrick Stump/Pete Wentz,Fall Out Boy,M/M,3952
2016,James "Bucky" Barnes & Steve Rogers,Captain America (Movies),Gen,3893
2016,Jessica Moore/Sam Winchester,Supernatural,F/M,3893
2016,Carlos/Cecil Palmer,Welcome to Night Vale,M/M,3827
2016,Harry Potter/Ginny Weasley,Harry Potter,F/M,3719
2016,Adrien Agreste/Marinette Dupain-Cheng,Miraculous Ladybug,F/M,3712
2016,Niall Horan/Zayn Malik,One Direction (Band),M/M,3700
2016,Levi/Erwin Smith,Attack on Titan,M/M,3681
2016,Inquisitor/Solas,Dragon Age: Inquisition,Other,3667
2016,Leo Fitz/Jemma Simmons,Agents of S.H.I.E.L.D. (TV),F/M,3612
2016,Sebastian Moran/James Moriarty,Sherlock (TV),M/M,3526
2016,Daniel Jackson/Jack O'Neill,Stargate SG-1,M/M,3502
2016,Nanase Haruka/Tachibana Makoto,Free!,M/M,3499
2016,James Potter/Lily Evans Potter,Harry Potter,F/M,3442
2016,America (Hetalia)/England (Hetalia),Hetalia: Axis Powers,M/M,3374
2016,Bruce Banner/Tony Stark,The Avengers (Marvel Movies),M/M,3314
2016,Hermione Granger/Draco Malfoy,Harry Potter,F/M,3303
2016,Vernon Boyd/Erica Reyes,Teen Wolf (TV),F/M,3286
2016,Harry Hart/Gary "Eggsy" Unwin,Kingsman: The Secret Service (2015),M/M,3281
2016,Lydia Martin/Jackson Whittemore,Teen Wolf (TV),F/M,3280
2016,Benton Fraser/Ray Kowalski,due South,M/M,3269
2016,Peter Hale/Stiles Stilinski,Teen Wolf (TV),M/M,3264
2016,Rose Lalonde/Kanaya Maryam,Homestuck,F/F,3188
2016,Spike/Buffy Summers,Buffy the Vampire Slayer,F/M,3170
2016,Josh Dun/Tyler Joseph,Twenty One Pilots,M/M,3169
2016,Dave Strider/Karkat Vantas,Homestuck,M/M,3091
2016,Suga/Park Jimin,Bangtan Boys,M/M,3080
2016,Fenris/Hawke,Dragon Age II,Other,3054
2016,Eleventh Doctor/River Song,Doctor Who (2005),F/M,2956
2016,Lydia Martin/Stiles Stilinski,Teen Wolf (TV),F/M,2942
2016,Poe Dameron/Finn,Star Wars Episode VII: The Force Awakens (2015),M/M,2940
2016,Uchiha Sasuke/Uzumaki Naruto,Naruto,M/M,2931
2016,Gavin Free/Michael Jones,Rooster Teeth/Achievement Hunter/Funhaus RPF,M/M,2929
2016,Fox Mulder/Dana Scully,The X-Files,F/M,2882
2016,Sam Carter/Jack O'Neill,Stargate SG-1,F/M,2830
2016,Kaidan Alenko/Shepard,Mass Effect,Other,2792
2016,Alistair/Warden (Dragon Age),Dragon Age: Origins,Other,2769
2017,Castiel/Dean Winchester,Supernatural,M/M,66148
2017,Sherlock Holmes/John Watson,Sherlock (TV),M/M,52232
2017,Derek Hale/Stiles Stilinski,Teen Wolf (TV),M/M,47528
2017,Harry Styles/Louis Tomlinson,One Direction (Band),M/M,29338
2017,James "Bucky" Barnes/Steve Rogers,Captain America (Movies),M/M,27854
2017,Dean Winchester/Sam Winchester,Supernatural,M/M,22797
2017,Draco Malfoy/Harry Potter,Harry Potter,M/M,22402
2017,Steve Rogers/Tony Stark,The Avengers (Marvel Movies),M/M,19859
2017,Merlin/Arthur Pendragon,Merlin (TV),M/M,17565
2017,Sherlock Holmes & John Watson,Sherlock (TV),Gen,14453
2017,Blaine Anderson/Kurt Hummel,Glee,M/M,14059
2017,Katsuki Yuuri/Victor Nikiforov,Yuri!!! on Ice (Anime),M/M,13902
2017,Levi/Eren Yeager,Attack on Titan,M/M,11702
2017,Erik Lehnsherr/Charles Xavier,X-Men (Alternate Timeline Movies),M/M,11683
2017,Will Graham/Hannibal Lecter,Hannibal (TV),M/M,11262
2017,Jensen Ackles/Jared Padalecki,Supernatural RPF,M/M,11242
2017,Keith/Lance (Voltron),Voltron: Legendary Defender,M/M,10614
2017,Rodney McKay/John Sheppard,Stargate Atlantis,M/M,10445
2017,Sirius Black/Remus Lupin,Harry Potter,M/M,10137
2017,Gabriel/Sam Winchester,Supernatural,M/M,10060
2017,Dan Howell/Phil Lester,Phandom/The Fantastic Foursome (YouTube RPF),M/M,9938
2017,Magnus Bane/Alec Lightwood,Shadowhunters (TV),M/M,9734
2017,Clint Barton/Phil Coulson,The Avengers (Marvel Movies),M/M,9606
2017,Clint Barton/Natasha Romanov,The Avengers (Marvel Movies),F/M,9421
2017,Oliver Queen/Felicity Smoak,Arrow (TV 2012),F/M,9258
2017,James T. Kirk/Spock,Star Trek: Alternate Original Series (Movies),M/M,9127
2017,Regina Mills/Emma Swan,Once Upon a Time (TV),F/M,9071
2017,Harry Potter/Severus Snape,Harry Potter,M/M,8818
2017,Ian Gallagher/Mickey Milkovich,Shameless (US),M/M,8707
2017,Enjolras/Grantaire,Les Misérables,M/M,8701
2017,Steve McGarrett/Danny "Danno" Williams,Hawaii Five-0 (2010),M/M,8657
2017,Clarke Griffin/Lexa,The 100 (TV),F/F,8535
2017,Bellamy Blake/Clarke Griffin,The 100 (TV),F/M,8506
2017,Zayn Malik/Liam Payne,One Direction (Band),M/M,8481
2017,Bilbo Baggins/Thorin Oakenshield,The Hobbit,M/M,8305
2017,Killian Jones/Emma Swan,Once Upon a Time (TV),F/M,8061
2017,Armitage Hux/Ben Solo,Star Wars Episode VII: The Force Awakens (2015),M/M,8022
2017,Frank Iero/Gerard Way,My Chemical Romance,M/M,7823
2017,Pepper Potts/Tony Stark,The Avengers (Marvel Movies),F/M,7709
2017,Jack Harkness/Ianto Jones,Torchwood,M/M,7475
2017,Suga/Park Jimin,Bangtan Boys,M/M,7150
2017,Mycroft Holmes/Lestrade,Sherlock (TV),M/M,7125
2017,Belle/Rumplestiltskin,Once Upon a Time (TV),F/M,6985
2017,Iwaizumi Hajime/Oikawa Tooru,Haikyuu!!,M/M,6964
2017,Allison Argent/Scott McCall,Teen Wolf (TV),F/M,6937
2017,Jeon Jungkook/Kim Taehyung,Bangtan Boys,M/M,6832
2017,Loki/Thor,Thor (Movies),M/M,6740
2017,James T. Kirk/Leonard McCoy,Star Trek: Alternate Original Series (Movies),M/M,6598
2017,Sherlock Holmes/Molly Hooper,Sherlock (TV),F/M,6506
2017,Hermione Granger/Ron Weasley,Harry Potter,F/M,6490
2017,Jim Ellison/Blair Sandburg,The Sentinel,M/M,6446
2017,Castiel & Dean Winchester,Supernatural,Gen,6444
2017,Inquisitor/Cullen Rutherford,Dragon Age: Inquisition,Other,6405
2017,Hinata Shouyou/Kageyama Tobio,Haikyuu!!,M/M,6391
2017,Adrien Agreste/Marinette Dupain-Cheng,Miraculous Ladybug,F/M,6307
2017,Arthur/Eames (Inception),Inception (2010),M/M,6096
2017,Loki/Tony Stark,The Avengers (Marvel Movies),M/M,6091
2017,Josh Dun/Tyler Joseph,Twenty One Pilots,M/M,5886
2017,Marco Bott/Jean Kirstein,Attack on Titan,M/M,5746
2017,Clark Kent/Lex Luthor,Smallville,M/M,5630
2017,Tenth Doctor/Rose Tyler,Doctor Who (2005),F/M,5583
2017,James Bond/Q,James Bond (Craig movies),M/M,5267
2017,Dean Winchester & Sam Winchester,Supernatural,Gen,5249
2017,Rap Monster/Kim Seokjin,Bangtan Boys,M/M,5152
2017,Jeon Jungkook/Park Jimin,Bangtan Boys,M/M,5077
2017,James "Bucky" Barnes & Steve Rogers,Captain America (Movies),Gen,5021
2017,Harry Potter/Ginny Weasley,Harry Potter,F/M,4971
2017,Mary Morstan/John Watson,Sherlock (TV),F/M,4900
2017,Leo Fitz/Jemma Simmons,Agents of S.H.I.E.L.D. (TV),F/M,4863
2017,James Potter/Lily Evans Potter,Harry Potter,F/M,4842
2017,Laura Hollis/Carmilla Karnstein,Carmilla (Web Series),F/F,4729
2017,Patrick Stump/Pete Wentz,Fall Out Boy,M/M,4700
2017,Hermione Granger/Draco Malfoy,Harry Potter,F/M,4661
2017,Jessica Moore/Sam Winchester,Supernatural,F/M,4491
2017,Benton Fraser/Ray Kowalski,due South,M/M,4481
2017,John Egbert/Dave Strider,Homestuck,M/M,4463
2017,Inquisitor/Solas,Dragon Age: Inquisition,Other,4436
2017,Alexander Hamilton/John Laurens,Hamilton,M/M,4409
2017,Jane Foster/Thor,The Avengers (Marvel Movies),F/M,4350
2017,Katniss Everdeen/Peeta Mellark,Hunger Games Trilogy,F/M,4326
2017,Levi/Erwin Smith,Attack on Titan,M/M,4289
2017,Niall Horan/Harry Styles,One Direction (Band),M/M,4218
2017,Sawamura Daichi/Sugawara Koushi,Haikyuu!!,M/M,4164
2017,Harry Hart/Gary "Eggsy" Unwin,Kingsman: The Secret Service (2015),M/M,4121
2017,Fox Mulder/Dana Scully,The X-Files,F/M,4097
2017,Carlos/Cecil Palmer,Welcome to Night Vale,M/M,4053
2017,America (Hetalia)/England (Hetalia),Hetalia: Axis Powers,M/M,4030
2017,Dean Winchester/You,Supernatural,Other,4027
2017,Nanase Haruka/Tachibana Makoto,Free!,M/M,3964
2017,Uchiha Sasuke/Uzumaki Naruto,Naruto,M/M,3942
2017,Sebastian Moran/James Moriarty,Sherlock (TV),M/M,3926
2017,Peter Hale/Stiles Stilinski,Teen Wolf (TV),M/M,3900
2017,Akaashi Keiji/Bokuto Koutarou,Haikyuu!!,M/M,3888
2017,Poe Dameron/Finn,Star Wars Episode VII: The Force Awakens (2015),M/M,3888
2017,J-Hope/Min Yoongi,Bangtan Boys,M/M,3887
2017,Otabek Altin/Yuri Plisetsky,Yuri!!! on Ice (Anime),M/M,3852
2017,Niall Horan/Zayn Malik,One Direction (Band),M/M,3795
2017,Kara Danvers/Lena Luthor,Supergirl (TV 2015),F/F,3793
2017,Katsuki Yuuri & Victor Nikiforov,Yuri!!! on Ice (Anime),Gen,3782
2017,Peter Parker/Wade Wilson,Spider-Man - All Media Types,M/M,3770
2019,Castiel/Dean Winchester,Supernatural,M/M,79650
2019,Sherlock Holmes/John Watson,Sherlock (TV),M/M,59436
2019,Derek Hale/Stiles Stilinski,Teen Wolf (TV),M/M,56021
2019,"James ""Bucky"" Barnes/Steve Rogers",Captain America (Movies),M/M,43515
2019,Draco Malfoy/Harry Potter,Harry Potter,M/M,33110
2019,Harry Styles/Louis Tomlinson,One Direction (Band),M/M,32449
2019,Steve Rogers/Tony Stark,The Avengers (Marvel Movies),M/M,30700
2019,Keith/Lance (Voltron),Voltron: Legendary Defender,M/M,27848
2019,Dean Winchester/Sam Winchester,Supernatural,M/M,26287
2019,Katsuki Yuuri/Victor Nikiforov,Yuri!!! on Ice (Anime),M/M,22515
2019,Magnus Bane/Alec Lightwood,Shadowhunters (TV),M/M,21224
2019,Merlin/Arthur Pendragon,Merlin (TV),M/M,21068
2019,Jeon Jungkook/Kim Taehyung,Bangtan Boys,M/M,18118
2019,Suga/Park Jimin,Bangtan Boys,M/M,16849
2019,Sherlock Holmes & John Watson,Sherlock (TV),Gen,16630
2019,Dan Howell/Phil Lester,Phandom/The Fantastic Foursome (YouTube RPF),M/M,15554
2019,Blaine Anderson/Kurt Hummel,Glee,M/M,15245
2019,Will Graham/Hannibal Lecter,Hannibal (TV),M/M,15214
2019,Sirius Black/Remus Lupin,Harry Potter,M/M,14755
2019,Chat Noir/Marinette Dupain-Cheng,Miraculous Ladybug,F/M,14477
2019,Pepper Potts/Tony Stark,The Avengers (Marvel Movies),F/M,13847
2019,Levi/Eren Yeager,Attack on Titan,F/M,13567
2019,RM/Kim Seokjin,Bangtan Boys,M/M,13558
2019,Erik Lehnsherr/Charles Xavier,X-Men (Alternate Timeline Movies),M/M,13418
2019,Jeon Jungkook/Park Jimin,Bangtan Boys,M/M,13306
2019,Gabriel/Sam Winchester,Supernatural,M/M,12661
2019,Jensen Ackles/Jared Padalecki,Supernatural RPF,M/M,12647
2019,Armitage Hux/Ben Solo,Star Wars Sequel Trilogy,M/M,12275
2019,Rey/Ben Solo,Star Wars Sequel Trilogy,F/M,12260
2019,Keith/Shiro (Voltron),Voltron: Legendary Defender,M/M,12182
2019,Loki/Thor,Thor (Movies),M/M,11533
2019,Oliver Queen/Felicity Smoak,Arrow (TV 2012),F/M,11497
2019,Bellamy Blake/Clarke Griffin,The 100 (TV),F/M,11448
2019,Rodney McKay/John Sheppard,Stargate Atlantis,M/M,11406
2019,Regina Mills/Emma Swan,Once Upon a Time (TV),F/F,11388
2019,"Steve McGarrett/Danny ""Danno"" Williams",Hawaii Five-0 (2010),M/M,10901
2019,James T. Kirk/Spock,Star Trek: Alternate Original Series (Movies),M/M,10895
2019,Clarke Griffin/Lexa,The 100 (TV),F/F,10839
